batch_1/000006.jpg,Bottle,"[0.33636955107351985, 0.061981454367984384, 0.29082628497072216, 0.6451927769643728]"
batch_1/000012.jpg,Bottle,"[0.24658425504229017, 0.550024402147389, 0.27651268705270005, 0.15519765739385066]"
batch_1/000048.jpg,Bottle,"[0.10297706198145437, 0.0006506180871828237, 0.20351390922401172, 0.9219258295380611]"
batch_1/000021.jpg,Bottle,"[0.4158125915080527, 0.41509433962264153, 0.33528550512445093, 0.1893298633702017]"
batch_1/000022.jpg,Bottle,"[0.31576378721327475, 0.6720884840598569, 0.4001952171791118, 0.2446324007807417]"
batch_1/000013.jpg,Bottle,"[0.52765126870527, 0.5480722303562714, 0.12947299934938192, 0.1708150317227916]"
batch_1/000016.jpg,Bottle,"[0.38581652569941444, 0.4558321132259639, 0.2810670136629798, 0.1161542215714983]"
batch_1/000017.jpg,Bottle,"[0.4638906961613533, 0.25866276232308444, 0.12426805465191933, 0.18204001952171792]"
batch_10/000011.jpg,Bottle,"[0.20675, 0.049342105263157895, 0.03925, 0.23355263157894737]"
batch_10/000011.jpg,Bottle,"[0.58275, 0.2669956140350877, 0.05425, 0.29276315789473684]"
batch_10/000011.jpg,Bottle,"[0.64625, 0.08442982456140351, 0.053, 0.3958333333333333]"
batch_10/000011.jpg,Bottle,"[0.67275, 0.31085526315789475, 0.06525, 0.3399122807017544]"
batch_10/000013.jpg,Bottle,"[0.55175, 0.4243421052631579, 0.045, 0.03344298245614041]"
batch_10/000013.jpg,Bottle,"[0.86, 0.9205043859649121, 0.0335, 0.07839912280701766]"
batch_10/000014.jpg,Bottle,"[0.58375, 0.46765350877192985, 0.05225, 0.037280701754386025]"
batch_10/000015.jpg,Bottle,"[0.15350877192982457, 0.6365, 0.07072368421052631, 0.00975]"
batch_10/000021.jpg,Bottle,"[0.5155, 0.3574561403508772, 0.0235, 0.13322368421052633]"
batch_10/000086.jpg,Bottle,"[0.6831662280701755, 0.5435476, 0.10852653508771937, 0.0777024]"
batch_10/000091.jpg,Bottle,"[0.5535, 0.6880482456140351, 0.10725, 0.1337719298245614]"
batch_10/000093.jpg,Bottle,"[0.0, 0.7620614035087719, 0.0355, 0.05866228070175439]"
batch_10/000093.jpg,Bottle,"[0.647, 0.8459429824561403, 0.03575, 0.15296052631578946]"
batch_11/000098.jpg,Bottle,"[0.4029451137884873, 0.35749246987951805, 0.32697456492637217, 0.10636295180722892]"
batch_12/000057.jpg,Bottle,"[0.4092948717948718, 0.07475961538461538, 0.1516025641025641, 0.04447115384615385]"
batch_12/000068.jpg,Bottle,"[0.07061307010135134, 0.36288022813688214, 0.8169128589527027, 0.2067490494296578]"
batch_13/000059.jpg,Bottle,"[0.21296296296296297, 0.10863095238095238, 0.5072751322751323, 0.2569444444444444]"
batch_13/000067.jpg,Bottle,"[0.09495192307692307, 0.33076923076923076, 0.9033653846153846, 0.33397435897435895]"
batch_14/000038.jpg,Bottle,"[0.28974553571428574, 0.3962113095238095, 0.36706345899470894, 0.20089280753968256]"
batch_14/000039.jpg,Bottle,"[0.28174603174603174, 0.42485119047619047, 0.39880952380952384, 0.2785218253968254]"
batch_14/000081.jpg,Bottle,"[0.34093915343915343, 0.4459325396825397, 0.5866402116402116, 0.12475198412698413]"
batch_14/000081.jpg,Bottle,"[0.6620370370370371, 0.4836309523809524, 0.3373015873015873, 0.2638888888888889]"
batch_14/000081.jpg,Bottle,"[0.8356481481481481, 0.6951884920634921, 0.164021164021164, 0.12078373015873016]"
batch_14/000096.jpg,Bottle,"[0.30886243386243384, 0.7606646825396826, 0.2996031746031746, 0.14558531746031747]"
batch_15/000004.jpg,Bottle,"[0.47453703703703703, 0.4771825396825397, 0.1818783068783069, 0.0798611111111111]"
batch_15/000015.jpg,Bottle,"[0.21537990196078433, 0.5788398692810458, 0.03676470588235294, 0.06004901960784314]"
batch_15/000018.jpg,Bottle,"[0.375, 0.48681640625, 0.2962239583333333, 0.07666015625]"
batch_15/000050.jpg,Bottle,"[0.37334656084656087, 0.31101190476190477, 0.21296296296296297, 0.5473710317460317]"
batch_15/000084.jpg,Bottle,"[0.3244485294117647, 0.2855392156862745, 0.1053921568627451, 0.4877450980392157]"
batch_15/000084.jpg,Bottle,"[0.5, 0.12295751633986927, 0.13082107843137256, 0.5196078431372549]"
batch_2/000001.JPG,Bottle,"[0.3329248366013072, 0.1130514705882353, 0.17483660130718953, 0.06556372549019608]"
batch_2/000001.JPG,Bottle,"[0.48570261437908496, 0.7181372549019608, 0.07026143790849673, 0.11856617647058823]"
batch_2/000024.JPG,Bottle,"[0.5473856209150327, 0.0508578431372549, 0.24591503267973855, 0.6764705882352942]"
batch_2/000024.JPG,Bottle,"[0.4309640522875817, 0.00030637254901960784, 0.16462418300653595, 0.4947916666666667]"
batch_2/000025.JPG,Bottle,"[0.4636437908496732, 0.4185049019607843, 0.07230392156862746, 0.13511029411764705]"
batch_2/000034.JPG,Bottle,"[0.27328431372549017, 0.1642156862745098, 0.061683006535947715, 0.14552696078431374]"
batch_2/000074.JPG,Bottle,"[0.3336397058823529, 0.29697712418300654, 0.04197303921568627, 0.1576797385620915]"
batch_2/000082.JPG,Bottle,"[0.5187908496732027, 0.39675245098039214, 0.0857843137254902, 0.11611519607843138]"
batch_2/000082.JPG,Bottle,"[0.8374183006535948, 0.29534313725490197, 0.07598039215686274, 0.08302696078431372]"
batch_2/000082.JPG,Bottle,"[0.47549019607843135, 0.11795343137254902, 0.10866013071895425, 0.03553921568627451]"
batch_2/000049.JPG,Bottle,"[0.853619981030667, 0.4027777777777778, 0.022447043945621244, 0.013071895424836602]"
batch_3/IMG_4994.JPG,Bottle,"[0.5727124183006536, 0.33609068627450983, 0.1270424836601307, 0.04840686274509804]"
batch_3/IMG_5042.JPG,Bottle,"[0.5902777777777778, 0.32107843137254904, 0.18668300653594772, 0.3400735294117647]"
batch_3/IMG_4941.JPG,Bottle,"[0.9258578431372549, 0.6834150326797386, 0.04503676470588235, 0.021241830065359478]"
batch_3/IMG_4969.JPG,Bottle,"[0.3145424836601307, 0.38817401960784315, 0.017973856209150325, 0.028186274509803922]"
batch_5/000101.JPG,Bottle,"[0.5964052287581699, 0.20189950980392157, 0.12826797385620914, 0.19117647058823528]"
batch_5/000120.JPG,Bottle,"[0.5330882352941176, 0.6893382352941176, 0.12745098039215685, 0.20894607843137256]"
batch_5/000120.JPG,Bottle,"[0.545751633986928, 0.22977941176470587, 0.08700980392156862, 0.03676470588235294]"
batch_5/000111.JPG,Bottle,"[0.3284313725490196, 0.6087622549019608, 0.12663398692810457, 0.06464460784313726]"
batch_5/000027.JPG,Bottle,"[0.5130718954248366, 0.07169117647058823, 0.07148692810457516, 0.21017156862745098]"
batch_5/000027.JPG,Bottle,"[0.38562091503267976, 0.5741421568627451, 0.03758169934640523, 0.08700980392156862]"
batch_5/000027.JPG,Bottle,"[0.35784313725490197, 0.5502450980392157, 0.03594771241830065, 0.08547794117647059]"
batch_6/000078.JPG,Bottle,"[0.18025914634146342, 0.3902439024390244, 0.08917682926829268, 0.1173780487804878]"
batch_6/000078.JPG,Bottle,"[0.9550304878048781, 0.4446138211382114, 0.04496951219512195, 0.14634146341463414]"
batch_6/000077.JPG,Bottle,"[0.46956521739130436, 0.6043478260869565, 0.04728260869565217, 0.05144927536231884]"
batch_6/000076.JPG,Bottle,"[0.38945054945054947, 0.2751159196290572, 0.09846153846153846, 0.20123647604327666]"
batch_6/000055.JPG,Bottle,"[0.6213235294117647, 0.49019607843137253, 0.11488970588235294, 0.13970588235294118]"
batch_6/000015.JPG,Bottle,"[0.5914742451154529, 0.620501138952164, 0.17371225577264654, 0.20227790432801823]"
batch_7/000047.JPG,Bottle,"[0.5547385620915033, 0.4335171568627451, 0.09967320261437909, 0.04871323529411765]"
batch_7/000047.JPG,Bottle,"[0.4812091503267974, 0.4365808823529412, 0.08946078431372549, 0.053002450980392156]"
